Sensor_ID,Timestamp,Temperature_C,Humidity_pct,Status,Location,Extra_1,Extra_2
SEN3478,2025-09-22 09:16:44,40.29,22.52,OK,Plant A,far,a
SEN8364,2025-09-29 23:10:29,47.8,12.35,OK,Plant A,age,year
SEN8248,2025-05-18 19:52:22,48.75,32.27,OK,Plant A,star,its
SEN9694,2025-04-11 19:41:49,34.07,73.79,ERROR,Warehouse 1,American,contain
SEN3732,2025-01-01 21:53:54,-8.06,45.89,WARN,Warehouse 1,popular,provide
SEN7567,2024-12-23 23:21:20,-7.34,,OK,Plant C,politics,per
SEN3608,2025-07-13 05:47:13,13.29,39.05,WARN,Plant B,civil,begin
SEN2438,2025-05-23 06:45:04,8.04,75.81,ERROR,Plant B,two,whole
SEN1676,2025-08-25 09:14:49,47.27,84.19,WARN,Plant A,back,reality
SEN4408,2024-11-07 03:49:15,8.08,84.6,OK,Warehouse 1,expect,design
SEN4041,2025-01-31 18:03:01,20.93,83.6,OK,Warehouse 1,draw,early
SEN5454,2025-04-04 20:45:44,15.84,83.03,WARN,Plant C,deep,interview
SEN6107,2025-08-26 01:19:27,-2.42,93.97,WARN,Plant C,appear,necessary
SEN2264,2025-02-03 16:13:34,2.05,17.18,OK,Plant B,listen,camera
SEN3142,2025-09-24 21:12:21,,50.36,WARN,Plant C,center,stay
SEN5659,2025-01-14 16:00:13,43.54,47.0,WARN,Plant A,else,sense
SEN1244,2025-07-31 18:10:10,38.49,69.41,ERROR,Warehouse 1,general,audience
SEN4365,2024-11-23 23:58:16,46.19,54.52,OK,Warehouse 1,surface,among
SEN4953,2024-11-28 07:52:20,,39.86,ERROR,Warehouse 1,among,industry
SEN9632,2025-06-03 04:49:09,-2.19,,ERROR,Plant A,city,along
SEN4653,2025-01-30 12:00:09,31.12,10.78,OK,Plant B,focus,else
SEN8848,2024-10-29 02:02:39,-6.2,25.03,OK,Plant A,data,rest
SEN5272,2025-02-16 18:48:04,39.41,94.89,OK,Warehouse 1,decade,bed
SEN8879,2025-07-31 16:51:39,-7.46,88.87,ERROR,Warehouse 1,accept,away
SEN5003,2025-02-05 20:02:51,28.82,68.28,ERROR,Plant C,idea,society
SEN6052,2025-03-09 07:53:37,-9.76,,WARN,Plant B,success,everything
SEN2536,2025-10-04 11:50:00,41.61,72.21,OK,Warehouse 1,interview,no
SEN2967,2025-07-21 04:31:04,27.45,46.2,WARN,Warehouse 1,go,easy
SEN5681,2024-12-29 19:23:39,41.58,84.99,OK,Plant C,run,management
SEN6721,2025-07-19 23:32:04,,70.3,WARN,Plant A,treatment,people
SEN5174,2025-02-17 03:40:27,13.81,78.82,OK,Plant A,gas,floor
SEN9476,2025-06-28 11:56:07,8.35,97.29,WARN,Plant B,growth,region
SEN7245,2025-08-17 22:36:38,23.39,49.55,ERROR,Plant B,feel,allow
SEN7908,2025-01-24 02:10:51,29.64,77.73,WARN,Plant A,maintain,word
SEN3694,2025-05-07 00:54:53,,21.88,WARN,Plant B,sense,score
SEN3273,2025-07-28 15:53:06,16.69,95.89,WARN,Plant C,image,reduce
SEN4692,2025-03-11 15:30:00,39.75,29.7,ERROR,Plant B,thus,area
SEN4549,2025-01-13 02:52:48,-3.8,49.94,WARN,Plant A,north,enough
SEN4648,2024-12-28 10:22:34,24.46,21.65,WARN,Plant C,member,approach
SEN7089,2025-10-16 13:19:36,49.59,12.69,ERROR,Plant A,rule,history
SEN2657,2024-10-25 09:46:01,41.97,57.44,OK,Plant A,million,pass
SEN8070,2024-11-30 08:26:49,37.28,46.41,ERROR,Plant B,community,western
SEN8067,2025-06-08 12:14:07,38.37,19.48,OK,Plant B,goal,science
SEN4100,2025-09-27 02:27:13,12.56,70.06,OK,Plant A,hotel,table
SEN5145,2025-10-21 20:00:12,2.95,,ERROR,Plant B,almost,where
SEN4442,2024-12-31 17:41:16,48.65,71.17,WARN,Warehouse 1,truth,body
SEN2332,2025-02-18 11:58:47,1.13,42.0,OK,Warehouse 1,want,west
SEN3255,2025-05-24 19:28:43,7.74,45.01,WARN,Plant A,enter,plant
SEN4481,2025-04-06 22:47:24,45.16,63.48,OK,Plant A,population,sort
SEN6900,2025-01-07 06:20:38,35.86,44.34,ERROR,Plant B,role,his
SEN1549,2025-01-10 03:04:25,20.17,20.73,ERROR,Warehouse 1,well,civil
SEN2431,2025-08-19 06:46:11,22.29,49.71,ERROR,Plant A,concern,require
SEN9561,2024-10-30 11:25:39,14.94,38.66,OK,Warehouse 1,college,pay
SEN1376,2025-02-26 23:09:55,11.68,92.52,WARN,Plant C,though,beat
SEN9166,2025-09-29 19:46:46,5.66,59.21,ERROR,Plant A,media,indicate
SEN5618,2025-07-24 15:19:10,,78.33,ERROR,Plant A,road,kitchen
SEN3587,2025-04-22 03:53:28,,,OK,Plant A,into,number
SEN5224,2025-01-07 13:09:13,-8.79,89.44,OK,Plant B,spend,keep
SEN5384,2025-05-01 07:11:30,,10.67,WARN,Plant C,democratic,significant
SEN3299,2025-08-28 22:59:56,39.45,,ERROR,Plant A,behind,could
SEN1381,2025-03-14 01:20:20,-4.67,35.25,OK,Plant C,here,opportunity
SEN6283,2025-09-26 10:12:32,44.29,79.88,OK,Plant B,floor,direction
SEN1238,2025-03-01 20:40:38,45.63,39.48,ERROR,Warehouse 1,believe,chair
SEN8726,2025-08-05 12:47:57,-0.82,,WARN,Plant C,you,respond
SEN3152,2025-06-19 17:49:43,39.73,50.96,OK,Warehouse 1,provide,than
SEN7391,2025-01-22 06:46:49,12.73,57.94,WARN,Plant C,visit,produce
SEN8621,2025-04-23 12:26:47,34.06,,OK,Plant C,two,people
SEN3121,2025-09-25 22:09:36,28.71,39.53,ERROR,Plant C,find,box
SEN9066,2025-01-10 20:44:57,-3.58,75.02,OK,Plant A,candidate,office
SEN1831,2025-09-25 23:44:08,-1.73,12.78,OK,Plant A,fall,any
SEN8690,2025-10-17 05:08:45,-3.35,,OK,Plant A,fight,tonight
SEN3009,2025-08-09 18:26:57,28.97,35.66,ERROR,Plant B,bill,let
SEN2403,2025-04-30 11:16:08,47.37,95.33,WARN,Warehouse 1,man,expect
SEN8745,2024-11-06 09:50:57,-8.32,66.57,ERROR,Plant B,sister,mouth
SEN1634,2025-08-08 10:16:05,35.26,,ERROR,Plant B,PM,city
SEN9271,2025-08-15 21:15:44,-0.47,98.65,WARN,Plant B,yet,will
SEN4718,2025-01-01 12:35:32,0.07,,ERROR,Warehouse 1,reveal,floor
SEN5767,2025-01-03 00:08:49,46.86,12.85,WARN,Plant A,hit,stay
SEN1617,2025-03-25 22:49:46,28.64,28.96,ERROR,Warehouse 1,be,voice
SEN4491,2025-06-21 16:16:21,7.55,84.55,ERROR,Plant C,home,television
SEN5084,2025-03-08 02:59:23,24.89,,WARN,Plant A,capital,chance
SEN9270,2025-02-19 23:29:45,29.55,69.58,WARN,Plant C,hot,people
SEN3797,2025-06-26 01:14:26,44.09,91.19,WARN,Warehouse 1,party,else
SEN7434,2024-12-15 16:42:59,13.32,55.31,WARN,Plant B,if,list
SEN3848,2025-01-16 13:47:43,10.94,67.73,WARN,Plant C,during,identify
SEN6462,2025-02-04 06:21:20,11.88,22.56,ERROR,Plant A,two,parent
SEN4710,2025-06-14 14:22:43,31.87,56.91,ERROR,Plant B,design,manage
SEN1432,2025-02-01 16:15:06,4.35,87.23,ERROR,Plant C,dinner,alone
SEN3593,2025-04-28 02:56:55,,97.76,ERROR,Warehouse 1,health,art
SEN5323,2024-11-22 22:39:47,19.69,12.12,ERROR,Plant B,stuff,talk
SEN5472,2024-10-25 15:45:37,-7.37,56.14,ERROR,Warehouse 1,finish,either
SEN3130,2025-09-03 18:51:33,11.0,,OK,Plant C,later,yard
SEN6708,2025-01-26 01:30:41,27.47,50.14,WARN,Plant C,he,present
SEN8170,2025-10-02 10:29:03,-1.97,,ERROR,Plant A,tough,current
SEN5810,2025-06-19 20:38:03,19.31,75.49,OK,Plant B,individual,behavior
SEN7611,2025-03-26 10:51:18,8.07,,OK,Plant B,deep,might
SEN8858,2025-09-06 16:49:31,14.34,12.84,OK,Plant B,seat,body
SEN9937,2025-06-02 04:36:39,29.46,56.46,OK,Warehouse 1,surface,from
SEN8336,2025-01-27 11:51:13,1.38,,WARN,Plant B,this,real
SEN8913,2025-05-25 15:54:01,37.26,23.72,ERROR,Warehouse 1,around,father
SEN9254,2025-09-19 12:46:29,23.95,36.24,OK,Warehouse 1,physical,unit
SEN2772,2024-11-10 01:47:44,49.4,74.73,OK,Plant A,though,movement
SEN6803,2024-12-01 01:26:34,31.72,23.07,OK,Plant A,sound,Mr
SEN3323,2025-02-17 01:05:41,-1.34,93.85,WARN,Warehouse 1,color,difference
SEN8454,2025-01-30 07:53:42,15.18,85.08,ERROR,Plant B,list,meeting
SEN8587,2024-12-12 06:05:49,19.19,59.79,ERROR,Warehouse 1,son,institution
SEN2871,2025-01-13 22:21:52,11.26,31.67,WARN,Plant B,set,decide
SEN7084,2025-01-24 11:27:11,8.27,89.53,WARN,Warehouse 1,daughter,benefit
SEN5149,2025-08-03 05:53:06,3.53,83.36,WARN,Plant A,talk,couple
SEN6322,2024-11-08 07:07:56,35.12,95.93,WARN,Warehouse 1,thousand,season
SEN7294,2025-06-09 21:31:32,9.78,31.04,WARN,Warehouse 1,expect,wonder
SEN9744,2025-04-27 01:30:42,1.86,83.9,WARN,Plant A,start,rich
SEN8153,2025-07-11 21:25:48,24.68,72.92,WARN,Plant B,party,person
SEN4239,2025-02-15 17:54:05,25.57,67.9,WARN,Plant B,chair,result
SEN2529,2025-10-02 00:54:27,49.93,12.5,ERROR,Warehouse 1,road,serve
SEN8774,2025-04-07 03:37:14,18.82,19.19,ERROR,Plant C,food,southern
SEN9051,2025-09-23 11:22:32,19.46,82.48,OK,Plant C,color,interesting
SEN4666,2024-11-28 08:14:40,11.84,,OK,Plant B,behavior,direction
SEN5485,2025-02-19 13:07:07,,65.15,ERROR,Warehouse 1,something,specific
SEN7239,2025-06-09 11:36:44,-5.88,21.31,ERROR,Plant B,trade,account
SEN9798,2025-07-26 20:20:07,34.09,61.38,WARN,Plant A,outside,stage
SEN2421,2024-11-21 17:41:47,18.75,33.68,ERROR,Plant A,strong,look
SEN3890,2025-07-03 21:29:49,47.97,63.74,WARN,Plant B,child,just
SEN4322,2025-07-25 00:07:19,28.05,70.66,OK,Plant A,specific,benefit
SEN8693,2025-09-12 07:05:00,17.01,11.6,OK,Warehouse 1,project,culture
SEN4693,2024-12-21 09:33:29,38.5,72.62,WARN,Plant C,bill,item
SEN8694,2025-08-04 07:44:23,10.25,34.74,WARN,Warehouse 1,must,that
SEN6705,2024-12-22 13:04:27,10.48,79.26,WARN,Plant C,ten,low
SEN1160,2025-10-06 01:39:02,32.38,,ERROR,Warehouse 1,data,town
SEN9993,2025-10-05 14:24:04,10.29,26.98,ERROR,Warehouse 1,finish,so
SEN7168,2025-04-09 13:18:02,37.96,55.0,OK,Plant B,value,arm
SEN9759,2025-01-17 23:21:12,23.56,79.14,OK,Warehouse 1,lawyer,rather
SEN6524,2025-05-04 23:17:16,,30.36,WARN,Plant A,tough,buy
SEN7133,2025-04-14 21:40:15,34.87,33.94,ERROR,Plant C,test,reason
SEN8993,2025-09-20 13:56:42,1.07,17.2,ERROR,Plant A,reflect,project
SEN6854,2025-03-09 02:56:54,11.17,69.32,WARN,Plant C,night,wife
SEN6242,2025-09-29 19:49:29,-1.99,42.01,ERROR,Warehouse 1,employee,life
SEN1081,2024-11-10 09:31:43,31.97,33.52,OK,Warehouse 1,resource,how
SEN8802,2025-04-27 16:02:45,0.67,48.62,ERROR,Plant B,question,its
SEN1985,2025-06-12 07:37:14,8.03,,WARN,Warehouse 1,security,alone
SEN2112,2025-04-23 21:12:34,-5.45,70.28,WARN,Plant A,bar,last
SEN1822,2025-02-22 09:19:31,38.01,41.73,OK,Plant B,itself,often
SEN5065,2025-10-23 14:29:04,17.81,67.05,ERROR,Plant A,wall,anyone
SEN7902,2025-08-27 22:37:17,4.64,82.05,ERROR,Plant A,third,represent
SEN8221,2025-01-16 19:08:04,18.87,31.76,ERROR,Plant B,player,defense
SEN7385,2025-09-14 18:30:55,35.92,90.35,OK,Plant C,fast,natural
SEN2197,2024-10-26 11:02:10,29.99,34.27,OK,Plant C,feel,until
SEN8344,2025-02-13 23:48:47,17.02,61.76,ERROR,Plant B,close,possible
SEN7729,2025-09-17 20:08:15,0.97,93.11,OK,Plant C,sell,somebody
SEN1678,2025-08-19 21:35:06,25.05,52.04,WARN,Warehouse 1,give,south
SEN7944,2024-10-30 04:10:31,8.63,,WARN,Plant B,ok,seven
SEN9664,2025-04-16 13:40:53,23.02,82.89,WARN,Plant B,give,short
SEN4304,2025-06-22 20:25:11,46.02,65.49,OK,Warehouse 1,enter,face
SEN9266,2025-01-23 07:27:32,32.19,20.45,ERROR,Warehouse 1,current,center
SEN4593,2025-04-12 22:39:32,46.99,29.05,ERROR,Plant A,boy,board
SEN7052,2025-01-24 04:34:54,37.6,17.17,WARN,Plant A,also,often
SEN7014,2025-09-04 00:38:43,22.92,11.85,ERROR,Plant B,represent,seem
SEN1488,2025-06-21 11:10:11,-3.1,18.6,OK,Plant B,image,majority
SEN5864,2024-11-13 03:48:40,40.55,82.68,WARN,Plant B,you,machine
SEN5798,2024-11-28 10:49:53,49.36,53.52,OK,Plant A,care,three
SEN1259,2025-04-28 07:18:12,15.76,85.42,OK,Plant B,successful,ever
SEN9884,2025-02-03 01:30:22,35.27,94.24,WARN,Plant A,concern,they
SEN5111,2025-04-05 09:42:23,46.3,71.86,OK,Plant A,mind,majority
SEN1324,2025-08-05 00:03:22,31.1,76.96,ERROR,Plant A,or,toward
SEN8882,2025-04-10 08:52:42,-4.73,40.61,WARN,Plant B,evening,follow
SEN1346,2025-07-05 01:29:42,26.74,61.81,WARN,Plant B,bring,kid
SEN3333,2025-08-04 02:53:47,3.92,37.02,OK,Plant A,nothing,part
SEN1691,2025-08-29 12:28:27,13.3,27.83,OK,Plant A,many,performance
SEN5674,2025-09-06 12:12:24,3.42,,OK,Plant C,parent,community
SEN8679,2024-11-13 17:12:40,15.41,95.0,OK,Plant C,others,board
SEN1462,2025-02-14 22:59:12,42.49,85.36,ERROR,Plant B,quickly,understand
SEN2742,2025-06-22 08:33:38,,88.22,OK,Plant C,customer,social
SEN6157,2025-04-05 03:20:43,25.41,71.23,WARN,Plant A,amount,front
SEN3092,2025-06-26 05:46:14,42.02,70.62,WARN,Warehouse 1,half,that
SEN4177,2025-03-22 00:37:09,47.42,59.36,OK,Plant A,left,son
SEN5904,2025-04-19 23:36:15,47.95,65.65,ERROR,Plant B,manage,represent
SEN7507,2025-02-10 09:36:16,46.44,93.34,WARN,Plant B,likely,adult
SEN6408,2024-11-29 04:03:30,39.77,46.6,WARN,Plant A,drug,represent
SEN1665,2025-08-02 16:48:35,35.42,27.97,ERROR,Plant B,source,offer
SEN7612,2025-03-12 04:20:52,-4.64,55.78,ERROR,Plant C,receive,clear
SEN4036,2025-03-06 08:29:11,17.1,,ERROR,Warehouse 1,station,model
SEN9984,2025-09-16 20:38:42,23.82,76.4,WARN,Plant A,prove,specific
SEN8101,2025-06-01 05:06:49,4.61,65.59,WARN,Plant C,two,put
SEN7114,2025-09-27 13:40:57,11.96,,WARN,Plant C,goal,feel
SEN7001,2025-10-08 01:13:27,25.14,27.65,ERROR,Plant A,away,place
SEN8531,2024-12-06 05:51:57,41.29,47.56,OK,Plant C,what,consumer
SEN8365,2025-02-17 12:13:28,-5.12,77.52,OK,Plant B,its,computer
SEN4241,2025-07-20 15:39:13,26.21,44.37,ERROR,Plant B,pay,would
SEN9037,2025-09-05 03:55:45,,48.04,ERROR,Plant A,mother,government
SEN1524,2025-10-06 06:06:36,-8.85,27.67,ERROR,Warehouse 1,attack,woman
SEN2721,2025-08-09 14:34:52,8.22,73.86,WARN,Plant B,test,dream
SEN3806,2025-10-11 08:37:17,39.72,93.9,WARN,Plant A,public,article
SEN9730,2024-12-29 16:33:07,17.58,72.99,OK,Plant C,direction,oil
SEN2596,2025-10-22 19:09:08,13.3,,WARN,Plant C,often,light
SEN7008,2025-06-14 01:22:22,45.34,47.06,ERROR,Plant B,mention,use
SEN6861,2025-03-04 23:54:42,2.35,48.26,OK,Plant A,check,join
SEN7063,2024-10-24 02:24:42,22.1,89.65,ERROR,Plant B,share,generation
SEN8161,2025-09-01 04:34:21,-4.09,78.2,ERROR,Plant B,trial,successful
SEN5555,2025-01-22 02:12:13,47.99,37.28,OK,Plant A,leave,significant
SEN9595,2025-01-09 13:18:19,-8.21,21.52,ERROR,Plant A,detail,cost
SEN2430,2024-11-07 04:47:02,13.7,84.06,OK,Plant A,easy,deep
SEN1432,2025-10-18 23:34:48,44.94,96.69,ERROR,Warehouse 1,course,push
SEN5069,2025-10-03 16:33:44,47.68,79.61,WARN,Plant A,suddenly,do
SEN1065,2025-01-24 11:41:01,49.69,32.06,WARN,Plant A,responsibility,edge
SEN2265,2025-09-22 21:18:30,42.81,19.83,ERROR,Warehouse 1,term,possible
SEN1780,2025-02-19 08:33:18,-7.69,70.23,WARN,Warehouse 1,sure,sort
SEN7528,2025-03-20 23:51:36,40.42,41.18,ERROR,Plant A,appear,senior
SEN9171,2025-07-02 02:10:13,-4.91,92.72,WARN,Warehouse 1,some,yes
SEN6501,2024-12-12 00:50:32,34.54,61.51,OK,Plant B,I,marriage
SEN7183,2025-07-25 01:29:01,34.58,29.33,ERROR,Plant B,authority,daughter
SEN8547,2025-01-05 14:14:37,,93.72,OK,Plant B,firm,test
SEN4856,2024-12-07 01:06:34,30.09,,WARN,Plant B,reach,future
SEN5529,2025-07-14 14:57:26,18.01,71.24,OK,Warehouse 1,training,conference
SEN2689,2024-11-02 20:17:14,,97.39,WARN,Plant A,campaign,never
SEN5833,2025-06-15 20:30:57,9.22,37.76,OK,Warehouse 1,know,everybody
SEN4374,2025-03-03 21:03:37,13.62,34.37,ERROR,Plant A,throughout,what
SEN4596,2025-02-06 13:30:07,18.54,,OK,Plant C,training,eight
SEN5986,2024-11-01 03:07:04,,31.99,OK,Warehouse 1,management,listen
SEN1679,2025-05-28 06:39:25,12.03,16.08,OK,Plant C,nation,improve
SEN5038,2025-10-14 02:27:03,-3.95,82.55,OK,Warehouse 1,per,senior
SEN5165,2024-12-02 18:25:59,-1.74,,ERROR,Plant B,firm,staff
SEN1940,2025-04-17 19:27:39,12.45,71.73,ERROR,Warehouse 1,color,good
SEN4229,2025-10-14 21:13:05,8.28,74.37,WARN,Plant A,among,answer
SEN5482,2025-04-19 05:22:16,-0.53,17.28,OK,Plant A,standard,perform
SEN9689,2025-01-14 20:08:07,25.11,,ERROR,Plant A,they,quite
SEN5595,2024-11-19 12:08:52,48.45,26.4,WARN,Plant A,describe,office
SEN2044,2025-07-12 01:30:07,15.59,,ERROR,Plant C,full,hot
SEN3539,2025-05-19 06:00:29,-8.92,20.74,ERROR,Plant C,their,staff
SEN7424,2025-07-13 04:11:02,,17.07,OK,Plant B,owner,impact
SEN6560,2025-07-27 10:37:08,4.77,32.3,OK,Warehouse 1,Republican,on
SEN5544,2025-05-30 23:04:48,20.43,29.68,ERROR,Warehouse 1,very,perform
SEN2947,2025-04-14 18:40:26,30.68,41.32,OK,Warehouse 1,clear,little
SEN3208,2025-10-10 21:36:00,,,ERROR,Plant B,smile,issue
SEN6306,2025-09-21 01:37:51,-7.59,34.37,ERROR,Plant C,pick,Republican
SEN6976,2024-11-07 02:14:17,33.69,52.53,WARN,Warehouse 1,within,try
SEN4997,2025-05-18 13:46:37,45.07,40.8,WARN,Warehouse 1,half,major
SEN4936,2025-04-24 20:01:30,36.41,15.83,ERROR,Plant A,send,admit
SEN3477,2024-12-02 12:23:47,6.49,83.43,WARN,Plant A,include,coach
SEN5457,2025-02-07 16:57:46,28.99,10.01,WARN,Warehouse 1,traditional,between
SEN5774,2024-12-03 07:28:34,32.26,38.07,ERROR,Warehouse 1,pattern,like
SEN3932,2025-03-20 06:22:39,33.91,34.93,ERROR,Plant A,ready,cause
SEN8437,2024-11-15 02:49:26,2.46,40.04,OK,Plant A,fast,attack
SEN5792,2025-05-26 23:27:50,-8.66,27.73,WARN,Plant C,which,quickly
SEN7433,2025-07-29 18:58:29,22.67,54.3,WARN,Warehouse 1,read,walk
SEN3640,2025-07-31 08:57:01,23.08,87.64,ERROR,Warehouse 1,ability,way
SEN9017,2025-07-04 03:26:34,44.47,86.65,OK,Warehouse 1,training,hand
SEN7915,2025-01-31 20:04:43,42.92,,WARN,Warehouse 1,prove,leave
SEN1947,2025-01-24 17:43:48,-3.54,99.83,ERROR,Plant B,history,old
SEN4976,2025-06-13 06:22:20,-8.04,83.62,WARN,Plant A,loss,indicate
SEN4758,2025-05-08 08:56:04,,99.96,WARN,Plant B,job,another
SEN8183,2025-09-17 06:31:38,28.9,39.75,ERROR,Plant C,mission,morning
SEN8983,2025-01-09 00:32:08,22.54,58.63,WARN,Plant C,what,arrive
SEN7106,2025-01-16 12:57:09,20.61,58.55,ERROR,Plant C,sea,chance
SEN1502,2025-01-05 12:03:51,49.31,40.42,WARN,Plant C,floor,plan
SEN7211,2025-04-11 11:39:06,13.87,29.88,ERROR,Plant A,grow,throw
SEN1960,2024-12-28 20:17:25,-9.17,23.4,ERROR,Plant A,bag,car
SEN9229,2025-04-09 23:10:21,-9.22,54.08,ERROR,Plant C,possible,degree
SEN1153,2025-05-29 14:30:21,38.37,79.9,WARN,Plant B,management,have
SEN1006,2025-07-20 20:41:13,23.58,21.91,ERROR,Plant A,focus,enough
SEN5495,2025-07-25 07:48:00,8.2,,OK,Plant B,avoid,letter
SEN8188,2025-02-10 23:36:24,21.24,69.8,OK,Warehouse 1,assume,seek
SEN3799,2025-04-03 12:00:38,4.3,49.22,WARN,Plant C,worry,high
SEN1518,2024-11-06 13:36:02,12.69,90.76,OK,Plant A,baby,front
SEN4194,2025-08-12 00:29:22,42.31,22.19,OK,Plant A,well,whether
SEN5883,2025-08-27 22:32:11,,74.19,ERROR,Warehouse 1,easy,Mrs
SEN3472,2025-07-16 15:04:31,32.48,62.6,OK,Plant B,those,budget
SEN3068,2025-02-14 20:50:01,19.15,46.46,WARN,Plant C,personal,teach
SEN7030,2025-10-18 14:15:34,23.0,70.34,WARN,Plant B,more,single
SEN2576,2025-04-18 08:00:20,46.04,89.25,ERROR,Warehouse 1,stage,back
SEN8857,2024-11-20 00:00:24,46.56,36.13,ERROR,Plant A,magazine,catch
SEN7093,2025-10-18 14:59:36,28.16,69.01,OK,Plant A,public,street
SEN3170,2025-09-11 14:12:12,42.57,38.19,ERROR,Warehouse 1,win,than
SEN4728,2025-10-11 08:21:09,16.03,59.57,ERROR,Plant B,quality,walk
SEN4609,2025-01-31 16:39:55,1.41,78.11,ERROR,Plant C,when,heart
SEN8431,2025-05-27 17:34:34,27.78,64.14,OK,Plant C,need,necessary
SEN8144,2024-12-07 17:35:54,-0.38,20.39,OK,Plant C,traditional,certain
SEN6674,2025-07-21 05:38:43,-9.91,24.86,ERROR,Plant B,throughout,stop
SEN7845,2025-10-16 15:46:51,17.14,90.7,WARN,Plant A,board,phone
SEN9352,2025-03-20 06:18:59,28.33,99.83,OK,Plant A,often,rest
SEN2456,2025-02-20 15:12:46,30.84,29.85,ERROR,Plant A,good,newspaper
SEN9654,2025-01-07 16:57:18,43.16,35.25,OK,Warehouse 1,service,reveal
SEN6665,2025-03-22 23:25:42,30.23,67.79,OK,Plant A,really,too
SEN6809,2025-04-16 08:06:48,15.99,33.31,OK,Plant A,system,per
SEN7071,2025-06-03 03:39:27,-2.22,60.12,WARN,Plant C,decide,any
SEN4531,2024-10-28 22:37:43,33.88,66.71,ERROR,Plant B,ahead,important
SEN6799,2024-12-28 23:29:06,37.53,77.24,ERROR,Plant A,particularly,program
SEN7796,2025-10-22 14:32:12,-2.58,,OK,Warehouse 1,face,expert
SEN9560,2025-07-30 05:43:10,6.09,65.39,WARN,Warehouse 1,husband,wide
SEN9366,2025-04-27 11:18:35,12.34,55.97,ERROR,Plant B,special,process
SEN8626,2024-11-05 14:50:46,36.36,46.47,WARN,Plant C,human,ahead
SEN2515,2025-05-24 03:08:20,10.03,16.85,WARN,Plant A,final,in
SEN2459,2025-04-13 13:37:47,4.73,39.58,OK,Plant C,discover,until
SEN6729,2025-06-29 16:49:59,13.44,92.07,ERROR,Warehouse 1,indicate,tree
SEN5175,2025-07-25 02:51:51,-9.67,90.22,WARN,Plant C,series,but
SEN2403,2025-06-23 10:03:50,16.19,74.46,WARN,Plant B,another,education
SEN9652,2025-08-14 17:13:39,19.71,72.89,WARN,Plant C,people,turn
SEN2675,2025-07-06 09:09:39,27.14,,ERROR,Plant C,himself,international
SEN6172,2025-05-23 20:41:05,22.76,81.15,WARN,Plant C,report,serious
SEN4947,2025-06-20 19:28:32,5.99,18.22,WARN,Warehouse 1,various,light
SEN6744,2025-10-10 12:16:16,-7.69,69.42,ERROR,Plant A,get,anything
SEN4156,2024-10-26 11:35:52,26.3,94.61,WARN,Plant C,wonder,price
SEN8664,2025-01-18 00:19:49,6.75,17.03,OK,Warehouse 1,example,director
SEN4325,2025-02-24 09:54:23,25.53,88.83,WARN,Warehouse 1,country,cup
SEN4764,2025-05-14 20:02:14,6.77,33.46,WARN,Plant C,claim,plant
SEN3656,2025-09-11 17:31:05,34.21,52.77,OK,Warehouse 1,meet,word
SEN4827,2025-06-07 18:17:07,-5.87,,OK,Plant B,good,American
SEN7989,2024-11-30 08:52:26,-4.23,88.42,WARN,Warehouse 1,good,seek
SEN6200,2025-09-16 19:33:41,37.58,,WARN,Plant B,again,always
SEN7306,2025-02-13 03:02:26,49.58,67.2,ERROR,Plant C,instead,ahead
SEN1363,2024-10-24 03:08:33,27.01,34.8,OK,Plant A,thus,small
SEN4009,2024-12-13 17:19:33,38.53,25.84,ERROR,Plant C,really,word
SEN9643,2025-05-15 06:43:52,15.22,38.44,ERROR,Plant A,do,shoulder
SEN9539,2025-07-21 01:33:10,-3.83,54.09,ERROR,Warehouse 1,among,though
SEN5875,2024-10-28 07:03:17,28.61,,WARN,Plant A,beautiful,listen
SEN6723,2025-09-04 00:10:08,37.31,75.36,ERROR,Plant A,spend,sit
SEN1722,2025-02-11 23:44:48,8.5,69.96,ERROR,Plant C,continue,for
SEN7189,2024-11-20 12:41:08,-7.41,18.78,OK,Plant A,chance,its
SEN8886,2024-11-15 20:35:26,23.53,27.3,WARN,Plant C,successful,spend
SEN6787,2025-08-30 21:12:38,-8.98,54.3,OK,Warehouse 1,Congress,police
SEN8635,2024-12-22 02:57:40,-9.64,47.43,WARN,Plant C,away,quite
SEN6259,2025-07-17 02:46:02,13.29,10.47,ERROR,Plant A,also,through
SEN3846,2025-06-23 20:54:27,-6.87,54.51,ERROR,Plant C,organization,risk
SEN3052,2024-11-12 20:01:49,8.33,39.13,ERROR,Warehouse 1,magazine,receive
SEN5280,2025-08-21 14:27:10,39.98,55.77,ERROR,Plant C,board,assume
SEN6654,2025-08-26 21:27:43,-3.4,48.05,OK,Plant C,seven,image
SEN3997,2025-07-01 07:12:38,31.53,75.78,WARN,Plant B,course,price
SEN5179,2024-10-27 23:02:26,1.58,34.64,ERROR,Plant B,agreement,environmental
SEN3103,2024-12-02 07:44:16,18.67,51.74,ERROR,Plant B,less,see
SEN9691,2025-01-11 04:34:23,13.91,93.61,ERROR,Plant A,least,hotel
SEN6373,2025-08-02 04:00:51,-9.27,20.1,ERROR,Plant A,key,hospital
SEN1003,2025-03-16 18:03:47,43.55,17.11,OK,Plant C,cause,approach
SEN2662,2025-09-04 23:22:18,,61.0,ERROR,Plant A,entire,listen
SEN9001,2024-11-30 16:28:41,0.37,33.44,OK,Plant C,impact,population
